format,fy,date,txns
MM GAS,2016,5/8/2016,11078
MM GAS,2016,5/9/2016,21881
MM GAS,2016,5/10/2016,22040
MM GAS,2016,5/11/2016,22942
MM GAS,2016,5/12/2016,23983
MM GAS,2016,5/13/2016,24500
MM GAS,2016,5/14/2016,15297
MM GAS,2016,5/15/2016,12138
MM GAS,2016,5/16/2016,22530
MM GAS,2016,5/17/2016,22150
MM GAS,2016,5/18/2016,22171
MM GAS,2016,5/19/2016,22628
MM GAS,2016,5/20/2016,23943
MM GAS,2016,5/21/2016,14123
MM GAS,2016,5/22/2016,11648
MM GAS,2016,5/23/2016,21444
MM GAS,2016,5/24/2016,22689
MM GAS,2016,5/25/2016,23950
MM GAS,2016,5/26/2016,24841
MM GAS,2016,5/27/2016,21830
MM GAS,2016,5/28/2016,14064
MM GAS,2016,5/29/2016,11329
MM GAS,2016,5/30/2016,10211
MM GAS,2016,5/31/2016,23033
MM GAS,2016,6/1/2016,23157
MM GAS,2016,6/2/2016,22646
MM GAS,2016,6/3/2016,23849
MM GAS,2016,6/4/2016,14287
MM GAS,2016,6/5/2016,11927
MM GAS,2016,6/6/2016,22462
MM GAS,2016,6/7/2016,23063
MM GAS,2016,6/8/2016,23248
MM GAS,2016,6/9/2016,23082
MM GAS,2016,6/10/2016,24128
MM GAS,2016,6/11/2016,14545
MM GAS,2016,6/12/2016,11326
MM GAS,2016,6/13/2016,22506
MM GAS,2016,6/14/2016,23715
MM GAS,2016,6/15/2016,23833
MM GAS,2016,6/16/2016,22943
MM GAS,2016,6/17/2016,23155
MM GAS,2016,6/18/2016,13880
MM GAS,2016,6/19/2016,11092
MM GAS,2016,6/20/2016,22405
MM GAS,2016,6/21/2016,22355
MM GAS,2016,6/22/2016,22566
MM GAS,2016,6/23/2016,22026
MM GAS,2016,6/24/2016,23450
MM GAS,2016,6/25/2016,13785
MM GAS,2016,6/26/2016,10778
MM GAS,2016,6/27/2016,21474
MM GAS,2016,6/28/2016,21394
MM GAS,2016,6/29/2016,22756
MM GAS,2016,6/30/2016,24575
MM GAS,2016,7/1/2016,21771
MM GAS,2016,7/2/2016,13471
MM GAS,2016,7/3/2016,11248
MM GAS,2016,7/4/2016,9819
MM GAS,2016,7/5/2016,19515
MM GAS,2016,7/6/2016,22029
MM GAS,2016,7/7/2016,22269
MM GAS,2016,7/8/2016,22966
MM GAS,2016,7/9/2016,14215
MM GAS,2016,7/10/2016,11691
MM GAS,2016,7/11/2016,21399
MM GAS,2016,7/12/2016,21815
MM GAS,2016,7/13/2016,22255
MM GAS,2016,7/14/2016,23587
MM GAS,2016,7/15/2016,23831
MM GAS,2016,7/16/2016,14281
MM GAS,2016,7/17/2016,11810
MM GAS,2016,7/18/2016,22252
MM GAS,2016,7/19/2016,22278
MM GAS,2016,7/20/2016,22975
MM GAS,2016,7/21/2016,22849
MM GAS,2016,7/22/2016,23928
MM GAS,2016,7/23/2016,14188
MM GAS,2016,7/24/2016,10867
MM GAS,2016,7/25/2016,22381
MM GAS,2016,7/26/2016,22140
MM GAS,2016,7/27/2016,23236
MM GAS,2016,7/28/2016,23182
MM GAS,2016,7/29/2016,24988
MM GAS,2016,7/30/2016,14322
MM GAS,2016,7/31/2016,11516
MM GAS,2016,8/1/2016,22677
MM GAS,2016,8/2/2016,22499
MM GAS,2016,8/3/2016,22601
MM GAS,2016,8/4/2016,22783
MM GAS,2016,8/5/2016,23602
MM GAS,2016,8/6/2016,14374
MM GAS,2016,8/7/2016,11542
MM GAS,2016,8/8/2016,21726
MM GAS,2016,8/9/2016,21802
MM GAS,2016,8/10/2016,22765
MM GAS,2016,8/11/2016,23008
MM GAS,2016,8/12/2016,24382
MM GAS,2016,8/13/2016,14458
MM GAS,2016,8/14/2016,11652
MM GAS,2016,8/15/2016,22153
MM GAS,2016,8/16/2016,21265
MM GAS,2016,8/17/2016,22602
MM GAS,2016,8/18/2016,22809
MM GAS,2016,8/19/2016,23458
MM GAS,2016,8/20/2016,13874
MM GAS,2016,8/21/2016,11246
MM GAS,2016,8/22/2016,21898
MM GAS,2016,8/23/2016,21324
MM GAS,2016,8/24/2016,22283
MM GAS,2016,8/25/2016,22380
MM GAS,2016,8/26/2016,23231
MM GAS,2016,8/27/2016,14004
MM GAS,2016,8/28/2016,11157
MM GAS,2016,8/29/2016,22276
MM GAS,2016,8/30/2016,22068
MM GAS,2016,8/31/2016,23888
MM GAS,2016,9/1/2016,24878
MM GAS,2016,9/2/2016,19410
MM GAS,2016,9/3/2016,12568
MM GAS,2016,9/4/2016,10888
MM GAS,2016,9/5/2016,9926
MM GAS,2016,9/6/2016,22183
MM GAS,2016,9/7/2016,21695
MM GAS,2016,9/8/2016,22576
MM GAS,2016,9/9/2016,23936
MM GAS,2016,9/10/2016,14520
MM GAS,2016,9/11/2016,11663
MM GAS,2016,9/12/2016,21545
MM GAS,2016,9/13/2016,21929
MM GAS,2016,9/14/2016,23703
MM GAS,2016,9/15/2016,23505
MM GAS,2016,9/16/2016,23096
MM GAS,2016,9/17/2016,13374
MM GAS,2016,9/18/2016,11122
MM GAS,2016,9/19/2016,21118
MM GAS,2016,9/20/2016,21470
MM GAS,2016,9/21/2016,20904
MM GAS,2016,9/22/2016,21253
MM GAS,2016,9/23/2016,22464
MM GAS,2016,9/24/2016,13614
MM GAS,2016,9/25/2016,10766
MM GAS,2016,9/26/2016,21521
MM GAS,2016,9/27/2016,21987
MM GAS,2016,9/28/2016,21308
MM GAS,2016,9/29/2016,22216
MM GAS,2016,9/30/2016,23415
MM GAS,2016,10/1/2016,13363
MM GAS,2016,10/2/2016,10515
MM GAS,2016,10/3/2016,21756
MM GAS,2016,10/4/2016,22399
MM GAS,2016,10/5/2016,21426
MM GAS,2016,10/6/2016,20414
MM GAS,2016,10/7/2016,19575
MM GAS,2016,10/8/2016,10622
MM GAS,2016,10/9/2016,8902
MM GAS,2016,10/10/2016,9754
MM GAS,2016,10/11/2016,20985
MM GAS,2016,10/12/2016,21007
MM GAS,2016,10/13/2016,21960
MM GAS,2016,10/14/2016,22450
MM GAS,2016,10/15/2016,13254
MM GAS,2016,10/16/2016,10867
MM GAS,2016,10/17/2016,20897
MM GAS,2016,10/18/2016,21415
MM GAS,2016,10/19/2016,21525
MM GAS,2016,10/20/2016,21726
MM GAS,2016,10/21/2016,22095
MM GAS,2016,10/22/2016,12084
MM GAS,2016,10/23/2016,9851
MM GAS,2016,10/24/2016,20389
MM GAS,2016,10/25/2016,20747
MM GAS,2016,10/26/2016,20527
MM GAS,2016,10/27/2016,20664
MM GAS,2016,10/28/2016,21545
MM GAS,2016,10/29/2016,12688
MM GAS,2016,10/30/2016,10204
MM GAS,2016,10/31/2016,20823
MM GAS,2016,11/1/2016,20702
MM GAS,2016,11/2/2016,20903
MM GAS,2016,11/3/2016,21242
MM GAS,2016,11/4/2016,22444
MM GAS,2016,11/5/2016,13184
MM GAS,2016,11/6/2016,11177
MM GAS,2016,11/7/2016,20261
MM GAS,2016,11/8/2016,20807
MM GAS,2016,11/9/2016,21355
MM GAS,2016,11/10/2016,21898
MM GAS,2016,11/11/2016,11989
MM GAS,2016,11/12/2016,12446
MM GAS,2016,11/13/2016,10764
MM GAS,2016,11/14/2016,20992
MM GAS,2016,11/15/2016,21089
MM GAS,2016,11/16/2016,21387
MM GAS,2016,11/17/2016,22085
MM GAS,2016,11/18/2016,22667
MM GAS,2016,11/19/2016,12788
MM GAS,2016,11/20/2016,10532
MM GAS,2016,11/21/2016,19978
MM GAS,2016,11/22/2016,21111
MM GAS,2016,11/23/2016,22439
MM GAS,2016,11/24/2016,7162
MM GAS,2016,11/25/2016,12132
MM GAS,2016,11/26/2016,10493
MM GAS,2016,11/27/2016,9575
MM GAS,2016,11/28/2016,20508
MM GAS,2016,11/29/2016,19988
MM GAS,2016,11/30/2016,21906
MM GAS,2016,12/1/2016,21670
MM GAS,2016,12/2/2016,21836
MM GAS,2016,12/3/2016,13175
MM GAS,2016,12/4/2016,10551
MM GAS,2016,12/5/2016,20232
MM GAS,2016,12/6/2016,20255
MM GAS,2016,12/7/2016,20730
MM GAS,2016,12/8/2016,20100
MM GAS,2016,12/9/2016,20213
MM GAS,2016,12/10/2016,12586
MM GAS,2016,12/11/2016,10293
MM GAS,2016,12/12/2016,19620
MM GAS,2016,12/13/2016,19922
MM GAS,2016,12/14/2016,21061
MM GAS,2016,12/15/2016,20181
MM GAS,2016,12/16/2016,19232
MM GAS,2016,12/17/2016,11764
MM GAS,2016,12/18/2016,9428
MM GAS,2016,12/19/2016,16937
MM GAS,2016,12/20/2016,17716
MM GAS,2016,12/21/2016,17427
MM GAS,2016,12/22/2016,17093
MM GAS,2016,12/23/2016,14051
MM GAS,2016,12/24/2016,9822
MM GAS,2016,12/25/2016,4250
MM GAS,2016,12/26/2016,8421
MM GAS,2016,12/27/2016,15850
MM GAS,2016,12/28/2016,16255
MM GAS,2016,12/29/2016,16995
MM GAS,2016,12/30/2016,14920
MM GAS,2016,12/31/2016,11361
MM GAS,2016,1/1/2017,6219
MM GAS,2016,1/2/2017,8943
MM GAS,2016,1/3/2017,18215
MM GAS,2016,1/4/2017,18660
MM GAS,2016,1/5/2017,18547
MM GAS,2016,1/6/2017,19652
MM GAS,2016,1/7/2017,9281
MM GAS,2016,1/8/2017,8099
MM GAS,2016,1/9/2017,14608
MM GAS,2016,1/10/2017,17877
MM GAS,2016,1/11/2017,19865
MM GAS,2016,1/12/2017,21810
MM GAS,2016,1/13/2017,21917
MM GAS,2016,1/14/2017,12319
MM GAS,2016,1/15/2017,10177
MM GAS,2016,1/16/2017,10153
MM GAS,2016,1/17/2017,21194
MM GAS,2016,1/18/2017,20452
MM GAS,2016,1/19/2017,21038
MM GAS,2016,1/20/2017,21270
MM GAS,2016,1/21/2017,12795
MM GAS,2016,1/22/2017,10021
MM GAS,2016,1/23/2017,19482
MM GAS,2016,1/24/2017,20200
MM GAS,2016,1/25/2017,20176
MM GAS,2016,1/26/2017,20015
MM GAS,2016,1/27/2017,21153
MM GAS,2016,1/28/2017,11724
MM GAS,2017,1/29/2017,10197
MM GAS,2017,1/30/2017,19237
MM GAS,2017,1/31/2017,21034
MM GAS,2017,2/1/2017,21454
MM GAS,2017,2/2/2017,21267
MM GAS,2017,2/3/2017,21443
MM GAS,2017,2/4/2017,12585
MM GAS,2017,2/5/2017,11092
MM GAS,2017,2/6/2017,18456
MM GAS,2017,2/7/2017,20285
MM GAS,2017,2/8/2017,20584
MM GAS,2017,2/9/2017,18912
MM GAS,2017,2/10/2017,20353
MM GAS,2017,2/11/2017,12365
MM GAS,2017,2/12/2017,10833
MM GAS,2017,2/13/2017,19664
MM GAS,2017,2/14/2017,20094
MM GAS,2017,2/15/2017,18230
MM GAS,2017,2/16/2017,19825
MM GAS,2017,2/17/2017,19853
MM GAS,2017,2/18/2017,11647
MM GAS,2017,2/19/2017,9966
MM GAS,2017,2/20/2017,9757
MM GAS,2017,2/21/2017,20577
MM GAS,2017,2/22/2017,20451
MM GAS,2017,2/23/2017,21113
MM GAS,2017,2/24/2017,21882
MM GAS,2017,2/25/2017,12585
MM GAS,2017,2/26/2017,10537
MM GAS,2017,2/27/2017,20289
MM GAS,2017,2/28/2017,21377
MM GAS,2017,3/1/2017,21437
MM GAS,2017,3/2/2017,21323
MM GAS,2017,3/3/2017,21601
MM GAS,2017,3/4/2017,12599
MM GAS,2017,3/5/2017,10490
MM GAS,2017,3/6/2017,20218
MM GAS,2017,3/7/2017,20760
MM GAS,2017,3/8/2017,20800
MM GAS,2017,3/9/2017,21512
MM GAS,2017,3/10/2017,21334
MM GAS,2017,3/11/2017,12283
MM GAS,2017,3/12/2017,10100
MM GAS,2017,3/13/2017,19599
MM GAS,2017,3/14/2017,19141
MM GAS,2017,3/15/2017,20027
MM GAS,2017,3/16/2017,20031
MM GAS,2017,3/17/2017,20809
MM GAS,2017,3/18/2017,11483
MM GAS,2017,3/19/2017,9579
MM GAS,2017,3/20/2017,19917
MM GAS,2017,3/21/2017,20089
MM GAS,2017,3/22/2017,20131
MM GAS,2017,3/23/2017,20325
MM GAS,2017,3/24/2017,20915
MM GAS,2017,3/25/2017,12142
MM GAS,2017,3/26/2017,10070
MM GAS,2017,3/27/2017,20522
MM GAS,2017,3/28/2017,20629
MM GAS,2017,3/29/2017,20921
MM GAS,2017,3/30/2017,21162
MM GAS,2017,3/31/2017,20964
MM GAS,2017,4/1/2017,12670
MM GAS,2017,4/2/2017,10659
MM GAS,2017,4/3/2017,19844
MM GAS,2017,4/4/2017,20236
MM GAS,2017,4/5/2017,20264
MM GAS,2017,4/6/2017,17006
MM GAS,2017,4/7/2017,20512
MM GAS,2017,4/8/2017,12368
MM GAS,2017,4/9/2017,10285
MM GAS,2017,4/10/2017,20080
MM GAS,2017,4/11/2017,20960
MM GAS,2017,4/12/2017,20715
MM GAS,2017,4/13/2017,22010
MM GAS,2017,4/14/2017,19420
MM GAS,2017,4/15/2017,12803
MM GAS,2017,4/16/2017,9209
MM GAS,2017,4/17/2017,20140
MM GAS,2017,4/18/2017,20908
MM GAS,2017,4/19/2017,20856
MM GAS,2017,4/20/2017,21778
MM GAS,2017,4/21/2017,22513
MM GAS,2017,4/22/2017,12734
MM GAS,2017,4/23/2017,10313
MM GAS,2017,4/24/2017,20251
MM GAS,2017,4/25/2017,21061
MM GAS,2017,4/26/2017,21263
MM GAS,2017,4/27/2017,22166
MM GAS,2017,4/28/2017,23396
MM GAS,2017,4/29/2017,13454
MM GAS,2017,4/30/2017,10669
MM GAS,2017,5/1/2017,21860
MM GAS,2017,5/2/2017,21380
MM GAS,2017,5/3/2017,21660
MM GAS,2017,5/4/2017,21307
MM GAS,2017,5/5/2017,21524
MM GAS,2017,5/6/2017,13092
MM GAS,2017,5/7/2017,11139
MM GAS,2017,5/8/2017,21200
MM GAS,2017,5/9/2017,21273
MM GAS,2017,5/10/2017,21493
MM GAS,2017,5/11/2017,21186
MM GAS,2017,5/12/2017,22397
MM GAS,2017,5/13/2017,12941
MM GAS,2017,5/14/2017,10429
MM GAS,2017,5/15/2017,21685
MM GAS,2017,5/16/2017,22075
MM GAS,2017,5/17/2017,22452
MM GAS,2017,5/18/2017,22487
MM GAS,2017,5/19/2017,23051
MM GAS,2017,5/20/2017,13137
MM GAS,2017,5/21/2017,11130
MM GAS,2017,5/22/2017,21367
MM GAS,2017,5/23/2017,21299
MM GAS,2017,5/24/2017,21250
MM GAS,2017,5/25/2017,22327
MM GAS,2017,5/26/2017,19370
MM GAS,2017,5/27/2017,12476
MM GAS,2017,5/28/2017,10718
MM GAS,2017,5/29/2017,10009
MM GAS,2017,5/30/2017,21095
MM GAS,2017,5/31/2017,23272
MM GAS,2017,6/1/2017,22548
MM GAS,2017,6/2/2017,23267
MM GAS,2017,6/3/2017,13093
MM GAS,2017,6/4/2017,10971
MM GAS,2017,6/5/2017,21118
MM GAS,2017,6/6/2017,21640
MM GAS,2017,6/7/2017,21407
MM GAS,2017,6/8/2017,20837
MM GAS,2017,6/9/2017,22967
MM GAS,2017,6/10/2017,12999
MM GAS,2017,6/11/2017,10733
MM GAS,2017,6/12/2017,21576
MM GAS,2017,6/13/2017,21964
MM GAS,2017,6/14/2017,23087
MM GAS,2017,6/15/2017,22495
MM GAS,2017,6/16/2017,22502
MM GAS,2017,6/17/2017,11906
MM GAS,2017,6/18/2017,10432
MM GAS,2017,6/19/2017,21473
MM GAS,2017,6/20/2017,21222
MM GAS,2017,6/21/2017,21212
MM GAS,2017,6/22/2017,21949
MM GAS,2017,6/23/2017,22572
MM GAS,2017,6/24/2017,12955
MM GAS,2017,6/25/2017,10302
MM GAS,2017,6/26/2017,21256
MM GAS,2017,6/27/2017,21216
MM GAS,2017,6/28/2017,21577
MM GAS,2017,6/29/2017,22685
MM GAS,2017,6/30/2017,23575
MM GAS,2017,7/1/2017,12561
MM GAS,2017,7/2/2017,10563
MM GAS,2017,7/3/2017,14046
MM GAS,2017,7/4/2017,9634
MM GAS,2017,7/5/2017,20550
MM GAS,2017,7/6/2017,20339
MM GAS,2017,7/7/2017,21712
MM GAS,2017,7/8/2017,12535
MM GAS,2017,7/9/2017,10878
MM GAS,2017,7/10/2017,20801
MM GAS,2017,7/11/2017,21630
MM GAS,2017,7/12/2017,21185
MM GAS,2017,7/13/2017,22595
MM GAS,2017,7/14/2017,22637
MM GAS,2017,7/15/2017,12807
MM GAS,2017,7/16/2017,10248
MM GAS,2017,7/17/2017,21077
MM GAS,2017,7/18/2017,21333
MM GAS,2017,7/19/2017,21480
MM GAS,2017,7/20/2017,22107
MM GAS,2017,7/21/2017,21941
MM GAS,2017,7/22/2017,12431
MM GAS,2017,7/23/2017,9915
MM GAS,2017,7/24/2017,20703
MM GAS,2017,7/25/2017,20965
MM GAS,2017,7/26/2017,20741
MM GAS,2017,7/27/2017,20962
MM GAS,2017,7/28/2017,21224
MM GAS,2017,7/29/2017,12069
MM GAS,2017,7/30/2017,10374
MM GAS,2017,7/31/2017,21087
MM GAS,2017,8/1/2017,21815
MM GAS,2017,8/2/2017,21767
MM GAS,2017,8/3/2017,22261
MM GAS,2017,8/4/2017,22755
MM GAS,2017,8/5/2017,13271
MM HOUSING,2016,1/31/2016,5084
MM HOUSING,2016,2/1/2016,5909
MM HOUSING,2016,2/2/2016,6084
MM HOUSING,2016,2/3/2016,6073
MM HOUSING,2016,2/4/2016,6130
MM HOUSING,2016,2/5/2016,6601
MM HOUSING,2016,2/6/2016,6264
MM HOUSING,2016,2/7/2016,6519
MM HOUSING,2016,2/8/2016,5605
MM HOUSING,2016,2/9/2016,6169
MM HOUSING,2016,2/10/2016,6292
MM HOUSING,2016,2/11/2016,6703
MM HOUSING,2016,2/12/2016,7210
MM HOUSING,2016,2/13/2016,6231
MM HOUSING,2016,2/14/2016,5786
MM HOUSING,2016,2/15/2016,4757
MM HOUSING,2016,2/16/2016,6358
MM HOUSING,2016,2/17/2016,5979
MM HOUSING,2016,2/18/2016,6149
MM HOUSING,2016,2/19/2016,6762
MM HOUSING,2016,2/20/2016,6286
MM HOUSING,2016,2/21/2016,5440
MM HOUSING,2016,2/22/2016,6455
MM HOUSING,2016,2/23/2016,6290
MM HOUSING,2016,2/24/2016,6384
MM HOUSING,2016,2/25/2016,6396
MM HOUSING,2016,2/26/2016,7069
MM HOUSING,2016,2/27/2016,6529
MM HOUSING,2016,2/28/2016,5490
MM HOUSING,2016,2/29/2016,6241
MM HOUSING,2016,3/1/2016,6236
MM HOUSING,2016,3/2/2016,6203
MM HOUSING,2016,3/3/2016,6135
MM HOUSING,2016,3/4/2016,6810
MM HOUSING,2016,3/5/2016,6622
MM HOUSING,2016,3/6/2016,5238
MM HOUSING,2016,3/7/2016,5840
MM HOUSING,2016,3/8/2016,6160
MM HOUSING,2016,3/9/2016,5915
MM HOUSING,2016,3/10/2016,6187
MM HOUSING,2016,3/11/2016,6556
MM HOUSING,2016,3/12/2016,6278
MM HOUSING,2016,3/13/2016,5432
MM HOUSING,2016,3/14/2016,6051
MM HOUSING,2016,3/15/2016,6106
MM HOUSING,2016,3/16/2016,6221
MM HOUSING,2016,3/17/2016,6383
MM HOUSING,2016,3/18/2016,6752
MM HOUSING,2016,3/19/2016,6349
MM HOUSING,2016,3/20/2016,5385
MM HOUSING,2016,3/21/2016,6233
MM HOUSING,2016,3/22/2016,6379
MM HOUSING,2016,3/23/2016,6322
MM HOUSING,2016,3/24/2016,6385
MM HOUSING,2016,3/25/2016,6847
MM HOUSING,2016,3/26/2016,6678
MM HOUSING,2016,3/27/2016,5424
MM HOUSING,2016,3/28/2016,6160
MM HOUSING,2016,3/29/2016,6117
MM HOUSING,2016,3/30/2016,6138
MM HOUSING,2016,3/31/2016,6508
MM HOUSING,2016,4/1/2016,7015
MM HOUSING,2016,4/2/2016,6593
MM HOUSING,2016,4/3/2016,5594
MM HOUSING,2016,4/4/2016,6282
MM HOUSING,2016,4/5/2016,6253
MM HOUSING,2016,4/6/2016,6331
MM HOUSING,2016,4/7/2016,6180
MM HOUSING,2016,4/8/2016,6992
MM HOUSING,2016,4/9/2016,6477
MM HOUSING,2016,4/10/2016,5704
MM HOUSING,2016,4/11/2016,6105
MM HOUSING,2016,4/12/2016,6052
MM HOUSING,2016,4/13/2016,6166
MM HOUSING,2016,4/14/2016,6639
MM HOUSING,2016,4/15/2016,7270
MM HOUSING,2016,4/16/2016,6790
MM HOUSING,2016,4/17/2016,6005
MM HOUSING,2016,4/18/2016,6533
MM HOUSING,2016,4/19/2016,6506
MM HOUSING,2016,4/20/2016,6583
MM HOUSING,2016,4/21/2016,6593
MM HOUSING,2016,4/22/2016,7227
MM HOUSING,2016,4/23/2016,6818
MM HOUSING,2016,4/24/2016,5789
MM HOUSING,2016,4/25/2016,6289
MM HOUSING,2016,4/26/2016,6349
MM HOUSING,2016,4/27/2016,6486
MM HOUSING,2016,4/28/2016,6609
MM HOUSING,2016,4/29/2016,7153
MM HOUSING,2016,4/30/2016,6862
MM HOUSING,2016,5/1/2016,5880
MM HOUSING,2016,5/2/2016,6598
MM HOUSING,2016,5/3/2016,6535
MM HOUSING,2016,5/4/2016,6174
MM HOUSING,2016,5/5/2016,6417
MM HOUSING,2016,5/6/2016,6838
MM HOUSING,2016,5/7/2016,6620
MM HOUSING,2016,5/8/2016,5758
MM HOUSING,2016,5/9/2016,6127
MM HOUSING,2016,5/10/2016,6183
MM HOUSING,2016,5/11/2016,6400
MM HOUSING,2016,5/12/2016,6825
MM HOUSING,2016,5/13/2016,7313
MM HOUSING,2016,5/14/2016,6663
MM HOUSING,2016,5/15/2016,5526
MM HOUSING,2016,5/16/2016,6295
MM HOUSING,2016,5/17/2016,6328
MM HOUSING,2016,5/18/2016,6436
MM HOUSING,2016,5/19/2016,6401
MM HOUSING,2016,5/20/2016,7175
MM HOUSING,2016,5/21/2016,6553
MM HOUSING,2016,5/22/2016,5868
MM HOUSING,2016,5/23/2016,6523
MM HOUSING,2016,5/24/2016,6341
MM HOUSING,2016,5/25/2016,6656
MM HOUSING,2016,5/26/2016,6720
MM HOUSING,2016,5/27/2016,7126
MM HOUSING,2016,5/28/2016,6765
MM HOUSING,2016,5/29/2016,6183
MM HOUSING,2016,5/30/2016,4762
MM HOUSING,2016,5/31/2016,6788
MM HOUSING,2016,6/1/2016,6459
MM HOUSING,2016,6/2/2016,6706
MM HOUSING,2016,6/3/2016,7142
MM HOUSING,2016,6/4/2016,6711
MM HOUSING,2016,6/5/2016,5670
MM HOUSING,2016,6/6/2016,6604
MM HOUSING,2016,6/7/2016,6579
MM HOUSING,2016,6/8/2016,6477
MM HOUSING,2016,6/9/2016,6422
MM HOUSING,2016,6/10/2016,7118
MM HOUSING,2016,6/11/2016,6220
MM HOUSING,2016,6/12/2016,5593
MM HOUSING,2016,6/13/2016,6562
MM HOUSING,2016,6/14/2016,6579
MM HOUSING,2016,6/15/2016,6570
MM HOUSING,2016,6/16/2016,6698
MM HOUSING,2016,6/17/2016,7661
MM HOUSING,2016,6/18/2016,6627
MM HOUSING,2016,6/19/2016,6152
MM HOUSING,2016,6/20/2016,6693
MM HOUSING,2016,6/21/2016,6341
MM HOUSING,2016,6/22/2016,6477
MM HOUSING,2016,6/23/2016,6500
MM HOUSING,2016,6/24/2016,6858
MM HOUSING,2016,6/25/2016,6458
MM HOUSING,2016,6/26/2016,5562
MM HOUSING,2016,6/27/2016,6584
MM HOUSING,2016,6/28/2016,6313
MM HOUSING,2016,6/29/2016,6477
MM HOUSING,2016,6/30/2016,7113
MM HOUSING,2016,7/1/2016,7231
MM HOUSING,2016,7/2/2016,6768
MM HOUSING,2016,7/3/2016,6260
MM HOUSING,2016,7/4/2016,5291
MM HOUSING,2016,7/5/2016,6433
MM HOUSING,2016,7/6/2016,6623
MM HOUSING,2016,7/7/2016,6718
MM HOUSING,2016,7/8/2016,6919
MM HOUSING,2016,7/9/2016,6462
MM HOUSING,2016,7/10/2016,6038
MM HOUSING,2016,7/11/2016,6657
MM HOUSING,2016,7/12/2016,6622
MM HOUSING,2016,7/13/2016,6662
MM HOUSING,2016,7/14/2016,6915
MM HOUSING,2016,7/15/2016,7335
MM HOUSING,2016,7/16/2016,6737
MM HOUSING,2016,7/17/2016,5824
MM HOUSING,2016,7/18/2016,6584
MM HOUSING,2016,7/19/2016,6589
MM HOUSING,2016,7/20/2016,6463
MM HOUSING,2016,7/21/2016,6560
MM HOUSING,2016,7/22/2016,7160
MM HOUSING,2016,7/23/2016,6382
MM HOUSING,2016,7/24/2016,5826
MM HOUSING,2016,7/25/2016,6728
MM HOUSING,2016,7/26/2016,6588
MM HOUSING,2016,7/27/2016,6632
MM HOUSING,2016,7/28/2016,6814
MM HOUSING,2016,7/29/2016,7401
MM HOUSING,2016,7/30/2016,6710
MM HOUSING,2016,7/31/2016,5857
MM HOUSING,2016,8/1/2016,6409
MM HOUSING,2016,8/2/2016,6502
MM HOUSING,2016,8/3/2016,6369
MM HOUSING,2016,8/4/2016,6360
MM HOUSING,2016,8/5/2016,6742
MM HOUSING,2016,8/6/2016,6411
MM HOUSING,2016,8/7/2016,5545
MM HOUSING,2016,8/8/2016,6239
MM HOUSING,2016,8/9/2016,6349
MM HOUSING,2016,8/10/2016,6271
MM HOUSING,2016,8/11/2016,6551
MM HOUSING,2016,8/12/2016,7133
MM HOUSING,2016,8/13/2016,6734
MM HOUSING,2016,8/14/2016,5834
MM HOUSING,2016,8/15/2016,6638
MM HOUSING,2016,8/16/2016,6457
MM HOUSING,2016,8/17/2016,6496
MM HOUSING,2016,8/18/2016,6392
MM HOUSING,2016,8/19/2016,6930
MM HOUSING,2016,8/20/2016,6636
MM HOUSING,2016,8/21/2016,5786
MM HOUSING,2016,8/22/2016,5948
MM HOUSING,2016,8/23/2016,6285
MM HOUSING,2016,8/24/2016,6463
MM HOUSING,2016,8/25/2016,6493
MM HOUSING,2016,8/26/2016,7181
MM HOUSING,2016,8/27/2016,6327
MM HOUSING,2016,8/28/2016,5473
MM HOUSING,2016,8/29/2016,6357
MM HOUSING,2016,8/30/2016,6176
MM HOUSING,2016,8/31/2016,6704
MM HOUSING,2016,9/1/2016,6799
MM HOUSING,2016,9/2/2016,7210
MM HOUSING,2016,9/3/2016,6446
MM HOUSING,2016,9/4/2016,5810
MM HOUSING,2016,9/5/2016,4413
MM HOUSING,2016,9/6/2016,6282
MM HOUSING,2016,9/7/2016,5855
MM HOUSING,2016,9/8/2016,6065
MM HOUSING,2016,9/9/2016,6846
MM HOUSING,2016,9/10/2016,6225
MM HOUSING,2016,9/11/2016,5502
MM HOUSING,2016,9/12/2016,5996
MM HOUSING,2016,9/13/2016,6156
MM HOUSING,2016,9/14/2016,6279
MM HOUSING,2016,9/15/2016,6597
MM HOUSING,2016,9/16/2016,7144
MM HOUSING,2016,9/17/2016,6409
MM HOUSING,2016,9/18/2016,5550
MM HOUSING,2016,9/19/2016,6203
MM HOUSING,2016,9/20/2016,5929
MM HOUSING,2016,9/21/2016,6036
MM HOUSING,2016,9/22/2016,6131
MM HOUSING,2016,9/23/2016,6969
MM HOUSING,2016,9/24/2016,6445
MM HOUSING,2016,9/25/2016,5586
MM HOUSING,2016,9/26/2016,6251
MM HOUSING,2016,9/27/2016,6111
MM HOUSING,2016,9/28/2016,6008
MM HOUSING,2016,9/29/2016,6465
MM HOUSING,2016,9/30/2016,7020
MM HOUSING,2016,10/1/2016,6382
MM HOUSING,2016,10/2/2016,5457
MM HOUSING,2016,10/3/2016,5720
MM HOUSING,2016,10/4/2016,5673
MM HOUSING,2016,10/5/2016,5887
MM HOUSING,2016,10/6/2016,6147
MM HOUSING,2016,10/7/2016,6777
MM HOUSING,2016,10/8/2016,6205
MM HOUSING,2016,10/9/2016,5590
MM HOUSING,2016,10/10/2016,4306
