ID,POS Txn,Style,Item,Desc,# Txns
20197,645137313,8613128,121,MARLBORO KG BOX PK FSC RED,1
20198,645137315,8625802,72,MARLBORO SMOOTH MNTHL BX PK FSC,1
20199,645137320,2879705,2,MT DEW 20OZ PET,1
20200,645137323,4657971,152,GATORADE COOL BLUE RASPBERRY 32OZ PET,1
20201,645137336,2657857,3,(FE11) M&M PNUT SNGL,1
20202,645137338,728555,111,CAMEL CRUSH MENTHOL FF 83 BX PACK,1
20202,645137338,914881,110,BIC CHILDGUARD 50ct. TRAY,1
20203,645137349,728571,109,CAMEL CRUSH MNTHL SILVER LT PK,1
20204,645137354,9562321,58,CHARMIN 4 DR BATH TISSUE ULTRA STRONG 154 SHT,1
20205,645137365,3182134,17,DEER PARK SPRING WATER 700ML SPORT TOP PET,1
20206,645137367,800878,101,KIWI SHOE SHINE KIT DLX M-26,1
20207,645137370,8613128,121,MARLBORO KG BOX PK FSC RED,1
20208,645137371,6573119,13,COTTONELLE MOIST WIPES REFILL 2x42 CT,1
20209,645137398,11588015,97,XXVL RUFFLES CHEDDAR SOUR CREAM 2.625OZ,1
20210,645137399,2183536,50,T/T SB-1 5OZ HINGED SOAP BOX 144PK,1
20211,645137424,2879705,2,MT DEW 20OZ PET,1
20212,645137430,4652624,23,EXSEL WHITE COTTON BALLS TRP 100CT NVR OUT,1
20213,645137449,11588145,125,XXVL SMARTFOOD WHITE CHEDDAR CHEESE 2.25OZ,1
20214,645137460,9744817,84,DEGREE MEN A/P_2.7 OZ COOL RSH TWIN,1
20215,645137461,2369992,66,R UNIT NAVY ACHIEV,1
20215,645137461,2903982,129,ATTACH LG LTR S BRZ,1
20215,645137461,2904216,41,MOUNT 7R BAR HLDR MTL,1
20215,645137461,7270074,11,GOLD TOE 6 PK CREW COTTON BANDED SOCK:#001 BLACK B,1
20215,645137461,2960192,91,R UNIT NAVY EXP RIFLE,1
20215,645137461,9907383,24,HANES CREW NECK T-SHIRT- 4 PK NAVY BAS,1
20216,645137462,2879705,2,MT DEW 20OZ PET,1
20217,645137465,9916906,112,COPENHAGEN LC WNTRGREEN Can,1
20218,645137466,8606102,120,MARLBORO GOLD KG BOX PK FSC,1
20219,645137473,11999746,163,GATORADE STRAWBERRY WATERMELON 32OZ PET,1
20220,645137475,8613128,121,MARLBORO KG BOX PK FSC RED,1
20221,645137476,7270074,11,GOLD TOE 6 PK CREW COTTON BANDED SOCK:#001 BLACK B,1
20222,645137479,2950464,130,7 1/4 WH SERVICE HAT,1
20223,645137482,8625802,72,MARLBORO SMOOTH MNTHL BX PK FSC,1
20224,645137485,2879705,2,MT DEW 20OZ PET,1
20225,645137492,2879705,2,MT DEW 20OZ PET,1
20226,645137494,728571,109,CAMEL CRUSH MNTHL SILVER LT PK,1
20227,645137504,4657971,152,GATORADE COOL BLUE RASPBERRY 32OZ PET,1
20228,645137506,8606102,120,MARLBORO GOLD KG BOX PK FSC,1
20229,645137511,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20230,645137522,11167996,26,HV FE) EN MAX BATTERY AAA 8PK,1
20231,645137531,9916906,112,COPENHAGEN LC WNTRGREEN Can,1
20232,645137532,8171282,123,NWU BDG ENL SURF WARF,1
20232,645137532,10753357,149,NWU BB INF DOM WARF ENL EMB,1
20233,645137533,11588145,125,XXVL SMARTFOOD WHITE CHEDDAR CHEESE 2.25OZ,1
20234,645137549,728555,111,CAMEL CRUSH MENTHOL FF 83 BX PACK,1
20235,645137552,8504296,57,AXE DETAILER SHOWER TOOL,1
20236,645137573,8184959,134,7 1/2 NWU CAP,1
20237,645137576,2896639,78,MB SCOTCH BRITE MULTI PURPOSE SPONGE 3PK,1
20238,645137581,3182122,113,DEER PARK SPRING WATER 1GAL PET,1
20239,645137584,11167982,71,HV (FE) EN MAX BATTERY AA 8PK,1
20239,645137584,11167996,26,HV FE) EN MAX BATTERY AAA 8PK,1
20240,645137588,728555,111,CAMEL CRUSH MENTHOL FF 83 BX PACK,1
20241,645137589,914881,110,BIC CHILDGUARD 50ct. TRAY,1
20242,645137592,2662862,61,(FE) SNICKERS KNG SZ,1
20243,645137595,2659212,4,(FE11) SNICKERS SNGL,1
20244,645137601,10266619,108,MB BOUNTY 8 GR PAPER TOWELS SAS WHITE 95SHT/116 SH,1
20245,645137603,2552011,106,HERSHEY REESES FST BRK KNG SZ,1
20246,645137606,9445562,62,HERSHEY COOKIES N CREAM KNG SZ,1
20247,645137634,2665918,1,M&M PNUT KNG SZ,1
20248,645137642,8613128,121,MARLBORO KG BOX PK FSC RED,1
20249,645137645,2904230,73,ARIZONA GREEN TEA W/ GINSENG 23OZ CAN,1
20250,645137648,8606102,120,MARLBORO GOLD KG BOX PK FSC,1
20251,645137649,728555,111,CAMEL CRUSH MENTHOL FF 83 BX PACK,1
20251,645137649,728571,109,CAMEL CRUSH MNTHL SILVER LT PK,1
20251,645137649,2880392,55,PEPSI 20OZ PET,1
20252,645137651,2371596,122,SNICKERS ALMOND KNG SZ 2 PC,1
20253,645137652,2900063,136,SSTRIPE SET1 ENL B/W CNT,1
20254,645137666,11167996,26,HV FE) EN MAX BATTERY AAA 8PK,1
20255,645137672,2950297,31,Blue Knit Cap,1
20255,645137672,10003287,77,SOCK BOOT 10-13 HLTH ANT/MICR 3PK,1
20256,645137688,4609585,65,EXSEL WHT QLTD COTTON RND 80CT,1
20257,645137691,2371596,122,SNICKERS ALMOND KNG SZ 2 PC,1
20257,645137691,6801475,95,BEAUTYREST X-FIRM PILLOW.,1
20258,645137695,8766179,21,NWU BOOT BAND,1
20259,645137700,6698867,14,EXSEL 200CT CTN BALLS TRPL,1
20260,645137710,7560844,160,Q-TIPS 500 CT,1
20261,645137714,2880392,55,PEPSI 20OZ PET,1
20262,645137737,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20262,645137737,11801551,18,BODY BENEFITS FIT MENS SPONGE,1
20263,645137741,728555,111,CAMEL CRUSH MENTHOL FF 83 BX PACK,1
20264,645137747,4657971,152,GATORADE COOL BLUE RASPBERRY 32OZ PET,1
20265,645137754,914881,110,BIC CHILDGUARD 50ct. TRAY,1
20266,645137761,2879705,2,MT DEW 20OZ PET,1
20267,645137779,8080561,153,"SCR3310 2.0 USB CAC Card Reader, TX Systems",1
20268,645137783,10131526,79,OLD SPICE BODY WASH I DRY SKIN DEFENSE LIVE WIRE 1,1
20268,645137783,4056964,83,PLACKERS 90CT ZIP LOCK MINT,1
20269,645137805,914881,110,BIC CHILDGUARD 50ct. TRAY,1
20269,645137805,8613128,121,MARLBORO KG BOX PK FSC RED,1
20270,645137809,9744817,84,DEGREE MEN A/P_2.7 OZ COOL RSH TWIN,1
20271,645137810,9562321,58,CHARMIN 4 DR BATH TISSUE ULTRA STRONG 154 SHT,1
20272,645137812,9916906,112,COPENHAGEN LC WNTRGREEN Can,1
20273,645137818,8171282,123,NWU BDG ENL SURF WARF,1
20274,645137820,9973460,52,DOVE MEN ACTIVE CLEAN SHOWER TOOL 1CT,1
20275,645137828,4609585,65,EXSEL WHT QLTD COTTON RND 80CT,1
20275,645137828,4652624,23,EXSEL WHITE COTTON BALLS TRP 100CT NVR OUT,1
20276,645137830,9916906,112,COPENHAGEN LC WNTRGREEN Can,1
20277,645137831,8625802,72,MARLBORO SMOOTH MNTHL BX PK FSC,1
20278,645137834,2879705,2,MT DEW 20OZ PET,1
20279,645137835,2183536,50,T/T SB-1 5OZ HINGED SOAP BOX 144PK,1
20279,645137835,9562321,58,CHARMIN 4 DR BATH TISSUE ULTRA STRONG 154 SHT,1
20280,645137836,728571,109,CAMEL CRUSH MNTHL SILVER LT PK,1
20281,645137837,2879705,2,MT DEW 20OZ PET,1
20282,645137839,728571,109,CAMEL CRUSH MNTHL SILVER LT PK,1
20283,645137841,9973460,52,DOVE MEN ACTIVE CLEAN SHOWER TOOL 1CT,1
20283,645137841,12375619,29,HANES 6 PACK CREWNECK T-SHIRT,1
20284,645137915,2879705,2,MT DEW 20OZ PET,1
20285,645137972,11167996,26,HV FE) EN MAX BATTERY AAA 8PK,1
20286,645137979,4609585,65,EXSEL WHT QLTD COTTON RND 80CT,1
20287,645138036,8504296,57,AXE DETAILER SHOWER TOOL,1
20288,645138042,8080561,153,"SCR3310 2.0 USB CAC Card Reader, TX Systems",1
20289,645138059,12576621,30,APPLE MD818AM/A LIGHTNING TO USB CABLE-ZML,1
20290,645138060,8080561,153,"SCR3310 2.0 USB CAC Card Reader, TX Systems",1
20291,645138068,2904216,41,MOUNT 7R BAR HLDR MTL,1
20292,645138070,2666033,138,BDG SURF WARF ENL REG MF,1
20292,645138070,2896238,103,CAP DVC E4 MF (SU),1
20292,645138070,8170806,142,NWU CAP DVC E4,1
20292,645138070,8170851,116,NWU CLR DVC E4,1
20292,645138070,8171282,123,NWU BDG ENL SURF WARF,1
20292,645138070,8172437,75,NWU PARKA RANK TAB E4 (3/C),1
20292,645138070,4407881,76,CLR DVC/AWC E4 MF (SU),1
20293,645138071,8170854,139,NWU CLR DVC E6,1
20294,645138072,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20294,645138072,2900015,135,SSTRIPE SET1 ENL R/B EMB,1
20294,645138072,2903972,40,ATTACH SM LTR E SIL OX,1
20294,645138072,2903982,129,ATTACH LG LTR S BRZ,1
20294,645138072,2904209,119,MOUNT 4R BAR HLDR MTL,1
20294,645138072,2960189,43,R UNIT NAVY EXP PISTOL,1
20294,645138072,2960192,91,R UNIT NAVY EXP RIFLE,1
20294,645138072,2960218,46,R UNIT NAVY SEA SVC,1
20295,645138074,2703823,39,BDG AIR WARF ENL REG MF,1
20295,645138074,2896250,117,CAP DVC E5 MF (SU),1
20296,645138075,2369992,66,R UNIT NAVY ACHIEV,1
20296,645138075,2386508,127,R UNIT GWOT EXP,1
20296,645138075,2386531,37,R UNIT GWOT SVC,1
20296,645138075,2960155,42,R UNIT NATL DEFENSE,1
20296,645138075,2960189,43,R UNIT NAVY EXP PISTOL,1
20296,645138075,2960192,91,R UNIT NAVY EXP RIFLE,1
20296,645138075,2960194,44,R UNIT NAVY GOOD COND,1
20296,645138075,2960218,46,R UNIT NAVY SEA SVC,1
20297,645138079,2386531,37,R UNIT GWOT SVC,1
20297,645138079,2903982,129,ATTACH LG LTR S BRZ,1
20297,645138079,2950464,130,7 1/4 WH SERVICE HAT,1
20297,645138079,2960155,42,R UNIT NATL DEFENSE,1
20297,645138079,2960189,43,R UNIT NAVY EXP PISTOL,1
20297,645138079,4422870,92,MOUNT 3R BAR HLDR BRS,1
20298,645138082,2960218,46,R UNIT NAVY SEA SVC,1
20298,645138082,4422868,89,MOUNT 2R AND FOR 4MM,1
20299,645138083,2951688,118,M WHT UNDERSHIRT (3 Pk),1
20299,645138083,8037231,34,"L PT SHORTS - 8"" INS",1
20299,645138083,10389195,22,T-SHT NWU 100% COTN LG 3PK,1
20300,645138086,2900063,136,SSTRIPE SET1 ENL B/W CNT,1
20301,645138088,2386508,127,R UNIT GWOT EXP,1
20301,645138088,2386531,37,R UNIT GWOT SVC,1
20301,645138088,2904209,119,MOUNT 4R BAR HLDR MTL,1
20301,645138088,2904211,69,MOUNT 5R BAR HLDR MTL,1
20301,645138088,2950464,130,7 1/4 WH SERVICE HAT,1
20301,645138088,2960155,42,R UNIT NATL DEFENSE,1
20301,645138088,2960189,43,R UNIT NAVY EXP PISTOL,1
20301,645138088,2960218,46,R UNIT NAVY SEA SVC,1
20302,645138094,8170808,132,NWU CAP DVC E5,1
20302,645138094,8170853,144,NWU CLR DVC E5,1
20302,645138094,8171201,137,NWU TAPE US NAVY SIL,1
20302,645138094,8171265,115,NWU BDG AIR WARF,1
20302,645138094,8184959,134,7 1/2 NWU CAP,1
20303,645138095,2900015,135,SSTRIPE SET1 ENL R/B EMB,1
20304,645138097,2950465,90,7 1/2 WH SERVICE HAT,1
20305,645138099,2703823,39,BDG AIR WARF ENL REG MF,1
20305,645138099,2900015,135,SSTRIPE SET1 ENL R/B EMB,1
20305,645138099,2904216,41,MOUNT 7R BAR HLDR MTL,1
20305,645138099,2950464,130,7 1/4 WH SERVICE HAT,1
20305,645138099,8184944,155,7 1/4 NWU CAP,1
20306,645138103,8171201,137,NWU TAPE US NAVY SIL,1
20306,645138103,8171265,115,NWU BDG AIR WARF,1
20306,645138103,8171282,123,NWU BDG ENL SURF WARF,1
20306,645138103,8766179,21,NWU BOOT BAND,1
20307,645138104,2386531,37,R UNIT GWOT SVC,1
20307,645138104,2903982,129,ATTACH LG LTR S BRZ,1
20307,645138104,2904209,119,MOUNT 4R BAR HLDR MTL,1
20307,645138104,2960155,42,R UNIT NATL DEFENSE,1
20307,645138104,2960189,43,R UNIT NAVY EXP PISTOL,1
20307,645138104,2960192,91,R UNIT NAVY EXP RIFLE,1
20308,645138109,13550078,93,NECKERCHIEF BLK PRE-ROLLED,1
20309,645138110,4422870,92,MOUNT 3R BAR HLDR BRS,1
20310,645138111,13550078,93,NECKERCHIEF BLK PRE-ROLLED,1
20311,645138112,8170853,144,NWU CLR DVC E5,1
20311,645138112,8171201,137,NWU TAPE US NAVY SIL,1
20311,645138112,8171265,115,NWU BDG AIR WARF,1
20311,645138112,8171282,123,NWU BDG ENL SURF WARF,1
20311,645138112,8172437,75,NWU PARKA RANK TAB E4 (3/C),1
20311,645138112,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20312,645138116,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20313,645138119,8170806,142,NWU CAP DVC E4,1
20314,645138120,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20315,645138121,8172437,75,NWU PARKA RANK TAB E4 (3/C),1
20315,645138121,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20316,645138124,8170851,116,NWU CLR DVC E4,1
20316,645138124,8171201,137,NWU TAPE US NAVY SIL,1
20317,645138125,2960155,42,R UNIT NATL DEFENSE,1
20318,645138126,2386508,127,R UNIT GWOT EXP,1
20318,645138126,2386531,37,R UNIT GWOT SVC,1
20318,645138126,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20318,645138126,2904216,41,MOUNT 7R BAR HLDR MTL,1
20318,645138126,2960155,42,R UNIT NATL DEFENSE,1
20318,645138126,2960194,44,R UNIT NAVY GOOD COND,1
20318,645138126,2960218,46,R UNIT NAVY SEA SVC,1
20319,645138128,2904009,67,"ATTACH 3/16"" STAR BRZ",1
20320,645138130,2904018,88,"ATTACH 5/16"" STAR GLD",1
20320,645138130,7054200,100,BKL ENL MF,1
20320,645138130,2950465,90,7 1/2 WH SERVICE HAT,1
20320,645138130,8171201,137,NWU TAPE US NAVY SIL,1
20320,645138130,9016487,141,NWU BDG ENL AIR WARF,1
20320,645138130,10003287,77,SOCK BOOT 10-13 HLTH ANT/MICR 3PK,1
20320,645138130,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20321,645138134,2896042,28,BDG SURF WARF ENL REG OX,1
20322,645138135,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20323,645138136,8171265,115,NWU BDG AIR WARF,1
20324,645138138,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20324,645138138,2904223,145,MOUNT 8R BAR HLDR MTL,1
20324,645138138,2904225,154,MOUNT 9R BAR HLDR MTL,1
20324,645138138,2960194,44,R UNIT NAVY GOOD COND,1
20325,645138139,2386531,37,R UNIT GWOT SVC,1
20325,645138139,4422870,92,MOUNT 3R BAR HLDR BRS,1
20326,645138140,8171265,115,NWU BDG AIR WARF,1
20327,645138141,2900475,63,CVRL CLR DVC E5 SIL,1
20327,645138141,8170853,144,NWU CLR DVC E5,1
20327,645138141,8171265,115,NWU BDG AIR WARF,1
20328,645138142,10389195,22,T-SHT NWU 100% COTN LG 3PK,1
20328,645138142,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20329,645138143,8184959,134,7 1/2 NWU CAP,1
20330,645138146,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20330,645138146,2950465,90,7 1/2 WH SERVICE HAT,1
20330,645138146,2960203,45,R UNIT N/MC MERIT UNIT COM,1
20331,645138148,2386531,37,R UNIT GWOT SVC,1
20331,645138148,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20332,645138150,2950913,131,Neckerchief Blk,1
20333,645138152,3182135,59,DEER PARK SPRING WATER 1.5LTR PET,1
20334,645138156,2903978,140,ATTACH LG LTR E SIL,1
20334,645138156,2960189,43,R UNIT NAVY EXP PISTOL,1
20334,645138156,4422868,89,MOUNT 2R AND FOR 4MM,1
20334,645138156,4422870,92,MOUNT 3R BAR HLDR BRS,1
20335,645138157,2896042,28,BDG SURF WARF ENL REG OX,1
20335,645138157,8171282,123,NWU BDG ENL SURF WARF,1
20336,645138159,8171201,137,NWU TAPE US NAVY SIL,1
20337,645138160,2386508,127,R UNIT GWOT EXP,1
20338,645138162,10003296,114,SOCK BOOT 9-11 HLTH ANT/MICR 3PK,1
20339,645138163,2950463,157,7 WH SERVICE HAT,1
20340,645138164,2950464,130,7 1/4 WH SERVICE HAT,1
20341,645138165,2904216,41,MOUNT 7R BAR HLDR MTL,1
20341,645138165,2960218,46,R UNIT NAVY SEA SVC,1
20341,645138165,10389207,82,T-SHT NWU 100%COTN SM 3PK,1
20342,645138166,2903982,129,ATTACH LG LTR S BRZ,1
20342,645138166,2960189,43,R UNIT NAVY EXP PISTOL,1
20343,645138168,2943296,148,SILVER POLISHED BUCKLE,1
20343,645138168,2955897,9,"45"" BLK BELT W/POLISH SLVR TIP",1
20343,645138168,8171282,123,NWU BDG ENL SURF WARF,1
20344,645138173,7054200,100,BKL ENL MF,1
20345,645138174,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20345,645138174,10807343,25,RESTORE SHOE CARE KIT,1
20346,645138175,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20347,645138176,8184944,155,7 1/4 NWU CAP,1
20348,645138177,7054200,100,BKL ENL MF,1
20348,645138177,8419064,146,CLR DVC KHA SHIRT E3 MF (SU),1
20349,645138179,7054200,100,BKL ENL MF,1
20350,645138180,2386508,127,R UNIT GWOT EXP,1
20350,645138180,2386531,37,R UNIT GWOT SVC,1
20350,645138180,2666033,138,BDG SURF WARF ENL REG MF,1
20350,645138180,2900015,135,SSTRIPE SET1 ENL R/B EMB,1
20350,645138180,2900063,136,SSTRIPE SET1 ENL B/W CNT,1
20350,645138180,2903978,140,ATTACH LG LTR E SIL,1
20350,645138180,2960155,42,R UNIT NATL DEFENSE,1
20350,645138180,2960189,43,R UNIT NAVY EXP PISTOL,1
20350,645138180,2960192,91,R UNIT NAVY EXP RIFLE,1
20350,645138180,2960194,44,R UNIT NAVY GOOD COND,1
20350,645138180,4407879,10,CLR DVC/AWC E5 MF (SU),1
20350,645138180,13550078,93,NECKERCHIEF BLK PRE-ROLLED,1
20351,645138181,2369992,66,R UNIT NAVY ACHIEV,1
20351,645138181,2896042,28,BDG SURF WARF ENL REG OX,1
20352,645138183,8170808,132,NWU CAP DVC E5,1
20352,645138183,8184959,134,7 1/2 NWU CAP,1
20353,645138185,8766179,21,NWU BOOT BAND,1
20354,645138186,8170806,142,NWU CAP DVC E4,1
20354,645138186,8170851,116,NWU CLR DVC E4,1
20354,645138186,8171201,137,NWU TAPE US NAVY SIL,1
20354,645138186,8171282,123,NWU BDG ENL SURF WARF,1
20354,645138186,8184944,155,7 1/4 NWU CAP,1
20355,645138187,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20356,645138189,2386508,127,R UNIT GWOT EXP,1
20356,645138189,2386531,37,R UNIT GWOT SVC,1
20356,645138189,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20356,645138189,2903982,129,ATTACH LG LTR S BRZ,1
20356,645138189,2904216,41,MOUNT 7R BAR HLDR MTL,1
20356,645138189,2960155,42,R UNIT NATL DEFENSE,1
20356,645138189,2960189,43,R UNIT NAVY EXP PISTOL,1
20356,645138189,2960194,44,R UNIT NAVY GOOD COND,1
20356,645138189,2960218,46,R UNIT NAVY SEA SVC,1
20357,645138190,2386531,37,R UNIT GWOT SVC,1
20357,645138190,4422870,92,MOUNT 3R BAR HLDR BRS,1
20358,645138191,2950913,131,Neckerchief Blk,1
20359,645138192,8170854,139,NWU CLR DVC E6,1
20359,645138192,8171201,137,NWU TAPE US NAVY SIL,1
20359,645138192,8171265,115,NWU BDG AIR WARF,1
20359,645138192,8171282,123,NWU BDG ENL SURF WARF,1
20359,645138192,8766179,21,NWU BOOT BAND,1
20360,645138195,2369992,66,R UNIT NAVY ACHIEV,1
20360,645138195,2386531,37,R UNIT GWOT SVC,1
20360,645138195,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20360,645138195,2904009,67,"ATTACH 3/16"" STAR BRZ",1
20360,645138195,2904225,154,MOUNT 9R BAR HLDR MTL,1
20360,645138195,2960155,42,R UNIT NATL DEFENSE,1
20360,645138195,2960194,44,R UNIT NAVY GOOD COND,1
20360,645138195,2960218,46,R UNIT NAVY SEA SVC,1
20361,645138197,2896042,28,BDG SURF WARF ENL REG OX,1
20362,645138199,2950463,157,7 WH SERVICE HAT,1
20362,645138199,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20362,645138199,10807343,25,RESTORE SHOE CARE KIT,1
20363,645138202,7054200,100,BKL ENL MF,1
20363,645138202,2950297,31,Blue Knit Cap,1
20363,645138202,8172437,75,NWU PARKA RANK TAB E4 (3/C),1
20363,645138202,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20363,645138202,10389207,82,T-SHT NWU 100%COTN SM 3PK,1
20364,645138207,2386531,37,R UNIT GWOT SVC,1
20364,645138207,2904209,119,MOUNT 4R BAR HLDR MTL,1
20365,645138208,2895927,133,BDG AIR WARF ENL REG OX,1
20365,645138208,8170851,116,NWU CLR DVC E4,1
20365,645138208,8171265,115,NWU BDG AIR WARF,1
20366,645138213,2386531,37,R UNIT GWOT SVC,1
20366,645138213,2903982,129,ATTACH LG LTR S BRZ,1
20366,645138213,2960155,42,R UNIT NATL DEFENSE,1
20366,645138213,4422870,92,MOUNT 3R BAR HLDR BRS,1
20367,645138216,2903982,129,ATTACH LG LTR S BRZ,1
20367,645138216,2960155,42,R UNIT NATL DEFENSE,1
20367,645138216,2960189,43,R UNIT NAVY EXP PISTOL,1
20367,645138216,2960192,91,R UNIT NAVY EXP RIFLE,1
20367,645138216,2960194,44,R UNIT NAVY GOOD COND,1
20368,645138219,8184944,155,7 1/4 NWU CAP,1
20368,645138219,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20369,645138225,8170808,132,NWU CAP DVC E5,1
20369,645138225,8170853,144,NWU CLR DVC E5,1
20369,645138225,8171201,137,NWU TAPE US NAVY SIL,1
20369,645138225,8184959,134,7 1/2 NWU CAP,1
20370,645138229,8171282,123,NWU BDG ENL SURF WARF,1
20370,645138229,10753357,149,NWU BB INF DOM WARF ENL EMB,1
20371,645138233,2369992,66,R UNIT NAVY ACHIEV,1
20371,645138233,2386508,127,R UNIT GWOT EXP,1
20371,645138233,2386531,37,R UNIT GWOT SVC,1
20371,645138233,8766179,21,NWU BOOT BAND,1
20372,645138236,10389195,22,T-SHT NWU 100% COTN LG 3PK,1
20373,645138237,7054200,100,BKL ENL MF,1
20373,645138237,8419064,146,CLR DVC KHA SHIRT E3 MF (SU),1
20374,645138239,7048322,126,RESTORE-BLACK CARNAUBA,1
20375,645138240,2950464,130,7 1/4 WH SERVICE HAT,1
20375,645138240,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20376,645138241,2950464,130,7 1/4 WH SERVICE HAT,1
20377,645138242,2369992,66,R UNIT NAVY ACHIEV,1
20377,645138242,2904225,154,MOUNT 9R BAR HLDR MTL,1
20377,645138242,2960194,44,R UNIT NAVY GOOD COND,1
20378,645138245,10392440,27,T-SHT NWU 100%COTN MED 3PK,1
20379,645138247,8170854,139,NWU CLR DVC E6,1
20379,645138247,8171201,137,NWU TAPE US NAVY SIL,1
20379,645138247,8171282,123,NWU BDG ENL SURF WARF,1
20380,645138253,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20381,645138255,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20381,645138255,2903972,40,ATTACH SM LTR E SIL OX,1
20381,645138255,2903982,129,ATTACH LG LTR S BRZ,1
20381,645138255,2904009,67,"ATTACH 3/16"" STAR BRZ",1
20381,645138255,2904211,69,MOUNT 5R BAR HLDR MTL,1
20381,645138255,2960192,91,R UNIT NAVY EXP RIFLE,1
20381,645138255,2960203,45,R UNIT N/MC MERIT UNIT COM,1
20381,645138255,2960218,46,R UNIT NAVY SEA SVC,1
20381,645138255,8419064,146,CLR DVC KHA SHIRT E3 MF (SU),1
20381,645138255,4407863,150,CLR DVC/AWC E6 MF (SU),1
20381,645138255,4407879,10,CLR DVC/AWC E5 MF (SU),1
20381,645138255,4407881,76,CLR DVC/AWC E4 MF (SU),1
20382,645138257,8184959,134,7 1/2 NWU CAP,1
20383,645138260,2551867,38,"R UNIT NAVY ""E""  / ""E"" ATTACH",1
20383,645138260,2903982,129,ATTACH LG LTR S BRZ,1
20383,645138260,2960189,43,R UNIT NAVY EXP PISTOL,1
20384,645138261,2386531,37,R UNIT GWOT SVC,1
20384,645138261,2960155,42,R UNIT NATL DEFENSE,1
20385,645138262,2900015,135,SSTRIPE SET1 ENL R/B EMB,1
20385,645138262,2900063,136,SSTRIPE SET1 ENL B/W CNT,1
20386,645138268,8170851,116,NWU CLR DVC E4,1
20386,645138268,8171201,137,NWU TAPE US NAVY SIL,1
20386,645138268,8171265,115,NWU BDG AIR WARF,1
20386,645138268,8171282,123,NWU BDG ENL SURF WARF,1
20387,645138269,2950297,31,Blue Knit Cap,1
20388,645138272,2950297,31,Blue Knit Cap,1
20389,645138273,8170854,139,NWU CLR DVC E6,1
20389,645138273,12367467,87,"BELT 45"" BLK RIGGER W/BLK D-RING BKL",1
20390,645138274,4056964,83,PLACKERS 90CT ZIP LOCK MINT,1
20391,645138280,8172444,20,NWU PARKA RANK TAB E5 (2/C),1
20391,645138280,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20392,645138281,8170806,142,NWU CAP DVC E4,1
20392,645138281,8184959,134,7 1/2 NWU CAP,1
20393,645138283,8170854,139,NWU CLR DVC E6,1
20393,645138283,8171201,137,NWU TAPE US NAVY SIL,1
20393,645138283,8171265,115,NWU BDG AIR WARF,1
20393,645138283,8171282,123,NWU BDG ENL SURF WARF,1
20393,645138283,8184959,134,7 1/2 NWU CAP,1
20393,645138283,10389195,22,T-SHT NWU 100% COTN LG 3PK,1
20393,645138283,12367467,87,"BELT 45"" BLK RIGGER W/BLK D-RING BKL",1
20394,645138286,10807343,25,RESTORE SHOE CARE KIT,1
20395,645138289,8172437,75,NWU PARKA RANK TAB E4 (3/C),1
20395,645138289,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
20396,645138292,2386531,37,R UNIT GWOT SVC,1
20396,645138292,2903978,140,ATTACH LG LTR E SIL,1
20396,645138292,2943296,148,SILVER POLISHED BUCKLE,1
20396,645138292,2960155,42,R UNIT NATL DEFENSE,1
20396,645138292,2960189,43,R UNIT NAVY EXP PISTOL,1
20396,645138292,4422870,92,MOUNT 3R BAR HLDR BRS,1
20397,645138293,2950463,157,7 WH SERVICE HAT,1
20397,645138293,2960155,42,R UNIT NATL DEFENSE,1
20397,645138293,8419064,146,CLR DVC KHA SHIRT E3 MF (SU),1
20398,645138297,2950463,157,7 WH SERVICE HAT,1
20398,645138297,2950913,131,Neckerchief Blk,1
20399,645138298,11649334,47,SEW ON BLK RNK TAB FOR NWU FLEECE,1
