Date,Week,Month,Quarter,Year,Txns,Sales $
5-Feb-2017,Wk02,FEB,Q1,2017,"48,589","$3,238,207"
6-Feb-2017,Wk02,FEB,Q1,2017,"45,150","$2,422,370"
7-Feb-2017,Wk02,FEB,Q1,2017,"53,622","$3,172,594"
8-Feb-2017,Wk02,FEB,Q1,2017,"44,137","$2,078,210"
9-Feb-2017,Wk02,FEB,Q1,2017,"43,092","$2,094,060"
10-Feb-2017,Wk02,FEB,Q1,2017,"54,191","$2,774,296"
11-Feb-2017,Wk02,FEB,Q1,2017,"57,077","$3,531,195"
12-Feb-2017,Wk03,FEB,Q1,2017,"48,316","$2,741,085"
13-Feb-2017,Wk03,FEB,Q1,2017,"61,395","$2,964,982"
14-Feb-2017,Wk03,FEB,Q1,2017,"66,590","$3,422,758"
15-Feb-2017,Wk03,FEB,Q1,2017,"49,527","$2,533,589"
16-Feb-2017,Wk03,FEB,Q1,2017,"49,189","$2,413,423"
17-Feb-2017,Wk03,FEB,Q1,2017,"54,957","$3,367,669"
18-Feb-2017,Wk03,FEB,Q1,2017,"54,120","$3,774,422"
19-Feb-2017,Wk04,FEB,Q1,2017,"43,735","$2,954,169"
20-Feb-2017,Wk04,FEB,Q1,2017,"37,881","$2,544,777"
21-Feb-2017,Wk04,FEB,Q1,2017,"43,451","$1,934,315"
22-Feb-2017,Wk04,FEB,Q1,2017,"55,620","$3,166,004"
23-Feb-2017,Wk04,FEB,Q1,2017,"53,031","$2,996,244"
24-Feb-2017,Wk04,FEB,Q1,2017,"60,519","$3,535,072"
25-Feb-2017,Wk04,FEB,Q1,2017,"60,262","$4,095,582"
26-Feb-2017,Wk05,MAR,Q1,2017,"49,986","$3,206,739"
27-Feb-2017,Wk05,MAR,Q1,2017,"41,799","$1,967,649"
28-Feb-2017,Wk05,MAR,Q1,2017,"48,360","$2,519,538"
1-Mar-2017,Wk05,MAR,Q1,2017,"48,892","$2,584,632"
2-Mar-2017,Wk05,MAR,Q1,2017,"50,295","$2,623,702"
3-Mar-2017,Wk05,MAR,Q1,2017,"57,526","$3,420,330"
4-Mar-2017,Wk05,MAR,Q1,2017,"57,308","$3,831,444"
5-Mar-2017,Wk06,MAR,Q1,2017,"46,614","$2,906,559"
6-Mar-2017,Wk06,MAR,Q1,2017,"44,054","$2,097,506"
7-Mar-2017,Wk06,MAR,Q1,2017,"45,190","$2,209,238"
8-Mar-2017,Wk06,MAR,Q1,2017,"46,883","$2,391,244"
9-Mar-2017,Wk06,MAR,Q1,2017,"47,817","$2,442,865"
10-Mar-2017,Wk06,MAR,Q1,2017,"54,361","$2,953,564"
11-Mar-2017,Wk06,MAR,Q1,2017,"56,195","$3,568,064"
12-Mar-2017,Wk07,MAR,Q1,2017,"45,835","$2,778,912"
13-Mar-2017,Wk07,MAR,Q1,2017,"42,905","$1,888,014"
14-Mar-2017,Wk07,MAR,Q1,2017,"43,211","$2,103,057"
15-Mar-2017,Wk07,MAR,Q1,2017,"59,215","$4,598,212"
16-Mar-2017,Wk07,MAR,Q1,2017,"58,707","$3,757,252"
17-Mar-2017,Wk07,MAR,Q1,2017,"65,730","$4,434,901"
18-Mar-2017,Wk07,MAR,Q1,2017,"65,310","$5,524,719"
19-Mar-2017,Wk08,MAR,Q1,2017,"54,450","$4,295,613"
20-Mar-2017,Wk08,MAR,Q1,2017,"50,689","$3,000,693"
21-Mar-2017,Wk08,MAR,Q1,2017,"56,162","$3,548,169"
22-Mar-2017,Wk08,MAR,Q1,2017,"47,402","$2,368,384"
23-Mar-2017,Wk08,MAR,Q1,2017,"48,613","$2,389,411"
24-Mar-2017,Wk08,MAR,Q1,2017,"54,712","$2,906,822"
25-Mar-2017,Wk08,MAR,Q1,2017,"54,686","$3,420,691"
26-Mar-2017,Wk09,MAR,Q1,2017,"43,612","$2,653,146"
